Carimbo de data/hora,A qual instituição você está filiado hoje?,"Se você estuda na UFPR, em qual setor você está inserido?  ",Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?,Em qual grande área do conhecimento sua pesquisa está inserida hoje?,Em qual ano você concluiu sua graduação?,"Em qual instituição você concluiu sua graduação? (Insira a sigla, ex: UFPR, UNIOESTE, PUCPR, UEM, UEL, etc.)",De quais programas na graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa? Qual?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas DIFERENTES de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ,Já utilizou algum software estatístico?,Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ",A qual turma da disciplina você pertence?,Tem/teve contato ou conhecimento sobre o Prof. Coordenador da Disciplina (Paulo Justiniano)?,Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?,Você cursou o ensino médio em escola pública ou particular?,Você cursou:,Sexo,Qual a sua altura?,Qual o seu peso?,Qual a data do seu nascimento?,Qual das seguintes categorias descreve melhor sua situação de emprego?,Você mora,Quantos irmãos você tem?,Qual a sua origem?,Possui habilitação para dirigir? Qual categoria?,Qual seu meio de transporte predominante para ir para Universidade?,"Em média, quanto tempo você demora para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Possui animal de estimação?,Toca algum instrumento musical?,De quais redes sociais você participa?,Quantos anos você acha que a pessoa da foto abaixo tem?,"Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?"
13/03/2020 10:41:4481,UFPR,AG - Agrárias,Mestrado Profissional,Ciências Exatas,2001,UFPR,"Iniciação científica, PET, Monitoria, Projeto de extensão",2016,2018,USF,0,Não,0,0,Não,Excel,Definitivamente não,7,Conseguir um emprego.,AF,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",F,Feminino,164,64,16/08/1975,Trabalho por contrato,Com os pais,6,Curitiba,B (carro),Carro/moto próprio,10,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",45,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4500,UEL,BL - Ciências Biológicas,Doutorado,Ciências Biológicas,2018,UNIVERSIDADE FEDERAL DO TOCANTINS,"Iniciação científica, PET, Monitoria, Empresa Júnior",2017,2019,UFPR,10,CAPES,2,1,Sim,Excel,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,AF,Não,Presencial,Não,Sim,Totalmente em escola particular,F,Masculino,172,70,31/01/1997,Bolsista em tempo integral,Com outros familiares,1,Interior do Paraná,A e B (moto e carro),A pé,20,16,Não possuo,"Violão, Guitarra, Teclado, Contrabaixo, Bateria, Piano, Flauta","Facebook, Twitter, Google+, Instagram, Linkedin, Outras",50,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4519,UEM,ET - Exatas,Pós-Doutorado,Ciências Exatas,1994,UFPR,"Iniciação científica, PET, Projeto de extensão, Empresa Júnior",,,,0,Não,1,1,Sim,Excel,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,FAF,Não,Remota,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,169,66,26/07/1968,PKLFA,Com amigos,3,Curitiba,B (carro),Carro/moto próprio,15,0,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",50,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4538,UEPG,AG - Agrárias,Professor,Ciências Exatas,2004,Universidade Da Região De Joinville - Univille ,"Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",,,,8,CAPES,1,0,Sim,Excel,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,FF,Não,Remota,Sim,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,184,85,13/12/1966,ASFA,Com o namorado(a)/noivo(a)/cônjuge,2,Região metropolitana,B (carro),Transporte público,30,7,"Cachorro, Gato, Pássaro, Peixe",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",48,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:4557,UNIOESTE,ET - Exatas,FGH,Ciências Exatas,1999,UFPR,"PET, Monitoria, Projeto de extensão, Empresa Júnior",2014,2016,UTFPR,3,CNPQ,1,2,Sim,"R, SAS, Excel",Não sei ainda,9,AASFASF,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Presencial,Sim,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,157,60,08/01/1962,FE,"Pensão, quarto alugado ou algo similar",2,Interior do Paraná,B (carro),Carro/moto próprio,20,3,"Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",34,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4576,UNICENTRO,AG - Agrárias,JHG,Ciências Humanas,2000,UFPR,"PET, Monitoria",2018,,,0,LACTEC,0,4,Não,"R, SAS, Minitab, Statistica, SPSS, Excel, Matlab",Definitivamente não,3,JHGF,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,"Parte em escola pública, parte em particular",Ensino médio profissionalizante (técnico),Feminino,172,115,28/07/1975,GDF,Sozinho,10,Outro Estado,Não,Transporte público,40,0,"Pássaro, Peixe, Tartaruga, Coelho","Violão, Guitarra, Teclado, Contrabaixo",Facebook,29,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:4595,UENP,BL - Ciências Biológicas,WS,Ciências Humanas,2016,Universidade de Brasília - UNB,"PET, Monitoria",2014,2016,UFPR,0,SIMEPAR,0,3,Sim,"R, SAS, Minitab, Statistica, SPSS, Excel",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Presencial,Não,Sim,Totalmente em escola particular,ASFAF,Masculino,164,53,30/12/1992,Trabalho ocasional,Com os pais,6,Outro País,Superior à B,Transporte público,45,10,Não possuo,Violão,"Facebook, Instagram",50,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4614,UNILA,ET - Exatas,LK,Ciências Exatas,2013,UFPR,"PET, Monitoria",,,UFPR,0,Fundação Araucária,1,6,Sim,"R, SAS, Minitab, Statistica, SPSS, Matlab",Não sei ainda,7,Conseguir um emprego.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",F,Feminino,172,61,20/01/1991,Trabalho por contrato,Com amigos,2,Curitiba,A (moto),Táxi/Aplicativo,15,10,"Cachorro, Gato, Pássaro, Peixe, Tartaruga, Coelho",Violão,"Facebook, Instagram",53,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4633,IFPR,AG - Agrárias,ASX,Ciências Biológicas,2018,UFPR,"PET, Monitoria",2016,2018,UFPR,3,Não,2,0,Sim,"R, SAS, Minitab, Statistica, Excel, Matlab",Definitivamente não,8,Conseguir um emprego.,Por alguma outra mídia social da UFPR,Não,Presencial,Não,Não,Totalmente em escola pública,F,Masculino,156,86,22/01/1992,Trabalho com carteira assinada/Vínculo Formal,Com os pais,2,Região metropolitana,A (moto),Carro/moto próprio,2,0,Não possuo,Violão,"Facebook, Instagram",52,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4652,UTFPR,ET - Exatas,YG,Ciências Exatas,2014,UFPR,"Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",2016,2018,UFPR,2,Não,1,19,Sim,"R, SAS, Minitab, SPSS, Excel, Matlab",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Remota,Sim,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,176,85,26/09/1990,Trabalho ocasional,Com outros familiares,1,Curitiba,A e B (moto e carro),Carro/moto próprio,30,15,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",58,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4671,UFPR,"AC - Artes, Comunicação e Design",Mestrado Acadêmico,Ciências Exatas,2013,UFPR,"Iniciação científica, PET, Monitoria, Projeto de extensão",,,,10,Não,2,0,Sim,"R, SAS, Statistica, SPSS, Excel, Matlab",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a) orientador(a),Não,Remota,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,175,98,29/12/1989,Trabalho por contrato,Com amigos,2,Interior do Paraná,B (carro),Carro/moto próprio,60,4,Não possuo,"Violão, Guitarra, Teclado, Contrabaixo, Bateria, Piano, Flauta","Facebook, Twitter, Google+, Instagram, Linkedin, Outras",54,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:4690,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Exatas,1981,UFT,"Iniciação científica, PET, Monitoria, Empresa Júnior",2016,2018,UFPR,2,CAPES,2,1,Sim,"R, Minitab, Statistica, SPSS, Excel, Matlab",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por ex-alunos da Disciplina,Não,Presencial,Sim,Sim,Totalmente em escola particular,Ensino médio tradicional,Masculino,172,83,09/12/1957,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge,2,Curitiba,Não,A pé,35,20,"Cachorro, Gato, Pássaro, Peixe",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",35,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4709,UFPR,BL - Ciências Biológicas,Doutorado,Ciências Humanas,2003,UFPR,"Iniciação científica, PET, Projeto de extensão, Empresa Júnior",,,,0,CAPES,2,3,Sim,"SAS, Minitab, Statistica, SPSS, Excel, Matlab",Não sei ainda,9,AASFASF,Por colegas,Não,Remota,Não,Não,"Parte em escola pública, parte em particular",Ensino médio profissionalizante (técnico),Feminino,165,90,21/07/1977,PKLFA,"Pensão, quarto alugado ou algo similar",2,Região metropolitana,B (carro),Transporte público,100,0,"Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",63,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:4728,UFPR,SA - Sociais Aplicadas,Doutorado,Ciências Humanas,2007,UFPR,"Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",1990,1991,Universidade de Londres,10,Não,1,3,Sim,ASFDAF,Definitivamente não,9,JHGF,ASFA,Não,Presencial,Não,Não,Totalmente em escola pública,ASFAF,Masculino,167,83,23/11/1981,ASFA,Sozinho,3,Interior do Paraná,B (carro),Carro/moto próprio,15,3,"Pássaro, Peixe, Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",50,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4747,UFPR,ET - Exatas,Doutorado,Ciências Exatas,2011,UFPR,"PET, Monitoria, Projeto de extensão, Empresa Júnior",2014,2017,UFPR,1,CAPES,2,0,Sim,AFFHG,Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,FS,Não,Presencial,Não,Não,Totalmente em escola particular,F,Masculino,172,62,23/06/1985,FE,Com os pais,2,Outro Estado,B (carro),Transporte público,40,0,Não possuo,"Violão, Guitarra, Teclado, Contrabaixo",Facebook,53,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4766,UFPR,JD - Jurídicas,Mestrado Acadêmico,Ciências Biológicas,2005,UEPG,AJKSFHAKF,2018,,UFPR,1,Não,1,1,Sim,HKFFH,Não sei ainda,9,Conseguir um emprego.,FSAA,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",F,Feminino,175,80,14/08/1980,GDF,Com amigos,3,Outro País,B (carro),Carro/moto próprio,40,2,"Cachorro, Gato, Pássaro, Peixe, Tartaruga, Coelho",Violão,"Facebook, Instagram",56,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4785,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Exatas,2000,UEPG,ASFDASF,2013,2015,UFPR,12,CAPES,1,2,Sim,EDCS,Definitivamente não,7,Conseguir um emprego.,SF,Não,Remota,Sim,Sim,Totalmente em escola particular,Ensino médio tradicional,Masculino,170,72,29/07/1970,Trabalho ocasional,Com os pais,2,Curitiba,B (carro),Carro/moto próprio,150,7,Não possuo,Violão,"Facebook, Instagram",40,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4804,UFPR,CH - Humanas,Mestrado Acadêmico,Ciências Exatas,2003,UEL,HGJJHGJ,,,,0,CNPQ,0,0,Sim,Excel,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,AF,Não,Remota,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,188,87,15/07/1980,Trabalho por contrato,Com outros familiares,1,Região metropolitana,B (carro),Táxi/Aplicativo,15,4,Não possuo,Violão,"Facebook, Instagram",45,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:4823,UFPR,CT - Ciências da Terra,Mestrado Profissional,Ciências Exatas,2013,UFPR,ERSFS,2003,2005,UFPR,0,LACTEC,1,12,Sim,Excel,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,AF,Não,Presencial,Sim,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,173,77,27/09/1978,Trabalho com carteira assinada/Vínculo Formal,Com amigos,5,Curitiba,B (carro),Transporte público,60,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",30,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4842,UFPR,EP - Educação Profissional e Tecnológica,Doutorado,Ciências Humanas,2006,IME,"ASFAF, Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",2007,,INPE,0,SIMEPAR,1,2,Sim,Excel,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,FAF,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Masculino,180,88,19/05/1983,Trabalho ocasional,Com o namorado(a)/noivo(a)/cônjuge,1,Interior do Paraná,B (carro),Carro/moto próprio,15,20,"Cachorro, Gato, Pássaro, Peixe","Violão, Guitarra, Teclado, Contrabaixo, Bateria, Piano, Flauta","Facebook, Twitter, Google+, Instagram, Linkedin, Outras",50,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:4861,UFPR,ED - Educação,Pós-Doutorado,Ciências Humanas,2017,ULBRA,"PET, Monitoria",,,UFPR,1,Fundação Araucária,2,2,Sim,Excel,Não sei ainda,10,AASFASF,FF,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",ASFAF,Feminino,164,71,04/11/1992,Trabalho por contrato,"Pensão, quarto alugado ou algo similar",6,Curitiba,A e B (moto e carro),Carro/moto próprio,60,0,"Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",55,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4880,UFPR,SL - Litoral,Professor,Ciências Exatas,2006,UFPR,"Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",2007,2008,UFPR,2,Não,1,2,Sim,"R, SAS, Excel",Definitivamente não,10,JHGF,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Presencial,Não,Sim,Totalmente em escola particular,F,Masculino,187,76,17/10/1980,Bolsista em tempo integral,Sozinho,2,Região metropolitana,A e B (moto e carro),Bicicleta,30,0,"Pássaro, Peixe, Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",40,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4899,UFPR,SP - Palotina,FGH,Ciências Biológicas,2016,UFPR,"Iniciação científica, PET, Monitoria, Projeto de extensão",,,,1,Não,1,0,Não,"R, SAS, Minitab, Statistica, SPSS, Excel, Matlab",Certamente sim,6,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",F,Feminino,180,80,21/10/1992,PKLFA,Com os pais,3,Interior do Paraná,B (carro),Carro/moto próprio,40,3,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",45,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4918,UFPR,TC - Tecnologia,JHG,Ciências Exatas,2000,UFPR,"Iniciação científica, PET, Monitoria, Empresa Júnior",2007,2009,UFPR,2,Não,1,1,Sim,"R, SAS, Minitab, Statistica, SPSS, Excel",Não sei ainda,10,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Remota,Sim,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,175,75,06/12/1976,ASFA,Com amigos,1,Outro Estado,A e B (moto e carro),Transporte público,30,0,"Cachorro, Gato, Pássaro, Peixe, Tartaruga, Coelho","Violão, Guitarra, Teclado, Contrabaixo",Facebook,65,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4937,ADFSA,ET - Exatas,WS,Ciências Exatas,1993,"Universidad Santo Tomás de Aquino. Bogotá, Colombia.","Iniciação científica, PET, Projeto de extensão, Empresa Júnior",,,,0,CAPES,1,2,Sim,"R, SAS, Minitab, Statistica, SPSS, Matlab",Definitivamente não,8,Conseguir um emprego.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Remota,Sim,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,160,72,18/08/1971,FE,Com os pais,1,Outro País,B (carro),Transporte público,30,5,Não possuo,Violão,"Facebook, Instagram",42,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:4956,ASFDA,AG - Agrárias,LK,Ciências Exatas,2004,PUC GO,"Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",2007,2010,UFPR,2,CAPES,1,1,Não,"R, SAS, Minitab, Statistica, Excel, Matlab",Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Por alguma outra mídia social da UFPR,Não,Presencial,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,164,60,02/07/1982,GDF,Com outros familiares,1,Curitiba,A e B (moto e carro),Carro/moto próprio,25.,0,Não possuo,Violão,"Facebook, Instagram",45,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4975,E,ET - Exatas,ASX,Ciências Humanas,2009,UFPR,"PET, Monitoria, Projeto de extensão, Empresa Júnior",1995,1997,UFPR,16,Não,0,6,Sim,"R, SAS, Minitab, SPSS, Excel, Matlab",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Remota,Não,Sim,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Masculino,168,60,15/10/1977,Trabalho ocasional,Com amigos,0,Região metropolitana,B (carro),Bicicleta,15,0,Não possuo,Violão,"Facebook, Instagram",40,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:4994,GFH,AG - Agrárias,YG,Ciências Humanas,2015,UFSC,"PET, Monitoria",2005,2007,UFSC,0,CAPES,1,1,Sim,"R, SAS, Statistica, SPSS, Excel, Matlab",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a) orientador(a),Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",ASFAF,Feminino,163,68,18/08/1992,Trabalho por contrato,Com o namorado(a)/noivo(a)/cônjuge,2,Curitiba,B (carro),Carro/moto próprio,20,0,"Cachorro, Gato, Pássaro, Peixe",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",65,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:5013,HG,BL - Ciências Biológicas,Mestrado Acadêmico,Ciências Exatas,2017,Universidade do Estado de Santa Catarina,"PET, Monitoria",2015,2017,Universidade Tuiuti do Paraná - UTP,5,Não,2,0,Não,"R, Minitab, Statistica, SPSS, Excel, Matlab",Não sei ainda,7,AASFASF,Por ex-alunos da Disciplina,Não,Presencial,Não,Não,Totalmente em escola pública,F,Masculino,158,57,25/05/1994,Trabalho com carteira assinada/Vínculo Formal,"Pensão, quarto alugado ou algo similar",1,Interior do Paraná,A e B (moto e carro),Carro/moto próprio,60,1,"Tartaruga, Coelho","Violão, Guitarra, Teclado, Contrabaixo, Bateria, Piano, Flauta","Facebook, Twitter, Google+, Instagram, Linkedin, Outras",50,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:5032,FJHGJH,ET - Exatas,Mestrado Acadêmico,Ciências Biológicas,1996,UEL,"PET, Monitoria",,2019,,0,CAPES,1,5,Sim,"SAS, Minitab, Statistica, SPSS, Excel, Matlab",Definitivamente não,10,JHGF,Por colegas,Não,Presencial,Não,Não,Totalmente em escola particular,F,Masculino,165,60,03/04/1973,Trabalho ocasional,Sozinho,1,Curitiba,B (carro),Transporte público,80,3,"Pássaro, Peixe, Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",59,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:5051,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Exatas,2015,UEPG,"PET, Monitoria",,,,0,CNPQ,1,0,Sim,ASFDAF,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,ASFA,Não,Remota,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,170,62,09/04/1988,Trabalho por contrato,Com os pais,1,Região metropolitana,B (carro),A pé,25,10,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",52,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:5070,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Humanas,2012,Universidade Estadual de Londrina,"Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",1999,2001,Universidade Estadual de Londrina,32,LACTEC,1,0,Sim,AFFHG,Não sei ainda,10,Conseguir um emprego.,FS,Não,Remota,Sim,Sim,Totalmente em escola particular,Ensino médio tradicional,Masculino,170,75,21/12/1983,Bolsista em tempo integral,Com amigos,45,Interior do Paraná,A e B (moto e carro),Bicicleta,10,0,"Cachorro, Gato, Pássaro, Peixe, Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",40,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:5089,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Humanas,2017,UFPR,"Iniciação científica, PET, Monitoria, Projeto de extensão",2015,2017,UFPR,0,SIMEPAR,1,0,Sim,HKFFH,Definitivamente não,5,Conseguir um emprego.,FSAA,Não,Presencial,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,160,62,22/07/1995,PKLFA,Com os pais,3,Outro Estado,B (carro),Carro/moto próprio,25,3,Não possuo,"Violão, Guitarra, Teclado, Contrabaixo",Nenhuma,55,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:5108,UFPR,AG - Agrárias,Mestrado Profissional,Ciências Exatas,2016,UNIVERSIDADE TUIUTI DO PARANÁ,"Iniciação científica, PET, Monitoria, Empresa Júnior",,,,1,Fundação Araucária,1,1,Não,EDCS,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,SF,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,161,72,06/03/1990,ASFA,Com outros familiares,2,Outro País,Não,Transporte público,60,4,Não possuo,Violão,Nenhuma,45,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:5127,UEL,BL - Ciências Biológicas,Doutorado,Ciências Biológicas,2016,IFPE - CVSA,"Iniciação científica, PET, Projeto de extensão, Empresa Júnior",,,,1,Não,2,5,Sim,Excel,Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,AF,Não,Presencial,Não,Não,Totalmente em escola particular,ASFAF,Masculino,182,71,23/09/1992,FE,Com amigos,2,Curitiba,Não,A pé,10,8,Outro,Outro,Nenhuma,45,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:5146,UEM,ET - Exatas,Pós-Doutorado,Ciências Exatas,1992,UFF,"Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",2016,2018,UFF,1,Não,2,1,Sim,Excel,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,AF,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",F,Feminino,170,73,28/06/1970,GDF,Com o namorado(a)/noivo(a)/cônjuge,3,Região metropolitana,B (carro),A pé,30,4,Outro,Outro,Nenhuma,48,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:5165,UEPG,AG - Agrárias,Professor,Ciências Exatas,2008,UFPR,"PET, Monitoria, Projeto de extensão, Empresa Júnior",2016,2018,UFPR,3,Não,0,0,Sim,Excel,Não sei ainda,10,AASFASF,FAF,Não,Presencial,Não,Sim,Totalmente em escola particular,F,Masculino,162,80,28/10/1976,Trabalho ocasional,"Pensão, quarto alugado ou algo similar",0,Curitiba,A e B (moto e carro),Carro/moto próprio,15,0,Outro,Outro,Nenhuma,45,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:5184,UNIOESTE,ET - Exatas,FGH,Ciências Exatas,2011,UFPR,AJKSFHAKF,,,,0,qw,2,0,Sim,Excel,Definitivamente não,10,JHGF,FF,Não,Remota,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,157,65,09/03/1988,Trabalho por contrato,Sozinho,3,Interior do Paraná,Superior à B,Transporte público,20,0,Outro,Outro,Nenhuma,50,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:5203,UNICENTRO,AG - Agrárias,JHG,Ciências Humanas,2014,UFPR,ASFDASF,2010,2012,UFPR,3,e,1,3,Sim,"R, SAS, Excel",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Remota,Sim,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,163,65,04/01/1993,Trabalho com carteira assinada/Vínculo Formal,Com os pais,3,Curitiba,B (carro),Transporte público,90,0,Outro,Outro,Nenhuma,55,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:5222,UENP,BL - Ciências Biológicas,WS,Ciências Humanas,2017,UFPR,HGJJHGJ,2012,2014,UFPR,3,d,1,0,Sim,"R, SAS, Minitab, Statistica, SPSS, Excel, Matlab",Não sei ainda,10,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Presencial,Sim,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,161,51,22/10/1992,Trabalho ocasional,Com amigos,1,Região metropolitana,B (carro),Carro/moto próprio,30,0,Outro,Outro,Nenhuma,55,B se chama Bouba e A se chama Kiki.
